review_text,rating,sentiment
"This wireless mouse is solid. On the downside, customer support never responded. Overall it's can't complain. Rating: 4/5.",4,positive
This laptop is sturdy. It feels premium for the price.,5,positive
This running shoes is defective.,2,negative
This coffee maker is disappointing. I had to return it after two days. Rating: 3/5.,3,negative
This desk lamp is fantastic. I would definitely buy this again. Rating: 5/5.,5,positive
"This bluetooth speaker is smooth. However, delivery took about a week.",4,positive
This vacuum cleaner is slow. The material feels cheap.,3,negative
This headphones is slow. The material feels cheap. Overall it's not bad. Rating: 3/5.,3,negative
This air fryer is unreliable.,1,negative
This phone case is flimsy. Rating: 2/5.,2,negative
This running shoes is excellent. My whole family loves it now. Rating: 5/5.,5,positive
Bought this headphones a few weeks ago. Exceeded my expectations. Overall it's not bad. Rating: 4/5.,4,positive
This blender is affordable. My whole family loves it now.,3,positive
This running shoes is worth every penny. Setup took less than five minutes. Overall it's can't complain.,3,positive
This office chair is sturdy. I would definitely buy this again. Rating: 5/5.,5,positive
This running shoes is shoddy. I regret this purchase. Rating: 1/5.,1,negative
Bought this bluetooth speaker a few weeks ago. Delivery took about a week. Rating: 4/5.,4,neutral
Bought this air fryer a few weeks ago. Rating: 4/5.,4,neutral
Bought this wireless mouse a few weeks ago. Overall it's can't complain. Rating: 3/5.,3,positive
This desk lamp is impressive.,5,positive
This air fryer is sleek.,4,negative
This office chair is sturdy. I would definitely buy this again.,3,positive
This laptop is worth every penny.,5,positive
"Bought this smartwatch a few weeks ago. Shipping was fast and packaging was solid. However, delivery took about a week. Rating: 5/5.",5,positive
This air fryer is standard.,3,neutral
Bought this desk lamp a few weeks ago.,3,positive
This yoga mat is reasonable. Packaging was fine. Rating: 3/5.,3,neutral
Bought this yoga mat a few weeks ago. It does teh job but nothing more.,3,neutral
This office chair is okay. Packaging was fine.,2,neutral
"Bought this bluetooth speaker a few weeks ago. It's louder than advertised. However, works as described, no surprises.",2,negative
This office chair is defective. The size runs way smaller than expected.,1,negative
This running shoes is fantastic.,4,positive
This vacuum cleaner is not worth it.,3,negative
This phone case is impressive. I would definitely buy this again.,4,positive
This office chair is great. Rating: 4/5.,4,neutral
This phone case is impressive. Shipping was fast and packaging was solid.,4,positive
This phone case is broken. Overall it's didn't disappoint.,3,negative
This coffee maker is frustrating. Customer support never responded. Rating: 3/5.,3,negative
This laptop is clunky. Rating: 2/5.,2,negative
This headphones is impressive. Shipping was fast and packaging was solid. Overall it's can't complain.,5,positive
"This yoga mat is fast. On the plus side, packaging was fine. Rating: 5/5.",5,positive
This wireless mouse is solid. The build quality is great.,3,positive
This coffee maker is standard. It's fine for the price but i wouldn't rave about it. Overall it's could be better.,3,neutral
"This coffee maker is shoddy. Customer support never responded. However, it does the job but nothing more. Rating: 3/5.",3,negative
"This yoga mat is fantastic. However, battery drains way too fast. Rating: 3/5.",3,positive
"This air fryer is sturdy. It feels premium for the price. Also, works as described, no surprises. Rating: 4/5.",4,positive
This air fryer is fantastic.,5,positive
This headphones is subpar. Rating: 2/5.,2,negative
This office chair is solid.,5,positive
This backpack is okay. Delivery took about a week.,2,neutral
"This office chair is unreliable. The material feels cheap. Also, my whole family loves it now. Rating: 2/5.",2,negative
Bought this blender a few weeks ago. Rating: 3/5.,3,negative
This backpack is clunky. It arrived damaged. Rating: 2/5.,2,negative
This phone case is reliable. Battery life is impressive.,4,positive
This vacuum cleaner is not worth it. The size runs way smaller than expected.,1,negative
Bought this desk lamp a few weeks ago. It's fine for teh price but i wouldn't rave about it.,3,neutral
This air fryer is reliable. Works perfectly out of the box. Rating: 4/5.,4,positive
Bought this smartwatch a few weeks ago.,3,negative
This laptop is cheap.,3,negative
This coffee maker is terrible.,1,negative
This yoga mat is fantastic. The build quality is great. Rating: 3/5.,3,neutral
Bought this office chair a few weeks ago. Rating: 3/5.,3,neutral
This coffee maker is sturdy. Exceeded my expectations. Rating: 3/5.,3,positive
This desk lamp is sturdy.,4,positive
Bought this office chair a few weeks ago. It's louder than advertised.,3,negative
This yoga mat is shoddy. Customer support never responded. Rating: 1/5.,1,negative
Bought this coffee maker a few weeks ago.,3,negative
Bought this headphones a few weeks ago. Battery life is impressive.,4,positive
This vacuum cleaner is overpriced.,2,negative
This yoga mat is wonderful.,4,positive
This coffee maker is useless.,1,negative
This headphones is disappointing. Stopped working within a week.,2,negative
Bought this phone case a few weeks ago.,5,positive
This phone case is so-so. Rating: 4/5.,4,neutral
Bought this wireless mouse a few weeks ago. I had to return it after two days.,2,negative
Bought this headphones a few weeks ago. The build quality is great. Rating: 3/5.,3,positive
This running shoes is affordable. My whole family loves it now.,3,positive
This blender is unreliable. It's louder than advertised. Rating: 2/5.,2,negative
This smartwatch is unreliable. Customer support never responded.,1,negative
"This phone case is flimsy. On the plus side, shipping was fast and packaging was solid.",1,negative
This backpack is fine.,3,neutral
This vacuum cleaner is nothing special.,3,neutral
"This desk lamp is middle of the road. It does the job but nothing more. Also, battery drains way too fast.",4,neutral
This air fryer is durable. Exceeded my expectations. Rating: 5/5.,5,positive
This vacuum cleaner is poor. Overall it's can't complain.,2,negative
This air fryer is useless. Battery drains way too fast.,2,negative
This vacuum cleaner is durable. Battery life is impressive.,4,positive
This bluetooth speaker is amazing. Rating: 5/5.,5,positive
This coffee maker is average. Delivery took about a week. Rating: 4/5.,4,neutral
This office chair is cheap. Stopped working within a week. Rating: 2/5.,2,negative
"Bought this laptop a few weeks ago. I would definitely buy this again. That said, it's fine for the price but I wouldn't rave about it. Overall it's not great. Rating: 3/5.",3,positive
This coffee maker is reasonable. Packaging was fine. Overall it's not as good as I hoped.,4,neutral
This running shoes is smooth. Shipping was fast and packaging was solid. Rating: 4/5.,4,positive
This office chair is middle of the road. Rating: 3/5.,3,negative
This yoga mat is wonderful. Works perfectly out of the box. Rating: 4/5.,4,positive
This headphones is average. Rating: 3/5.,3,neutral
This phone case is fine. Delivery took about a week.,3,neutral
This vacuum cleaner is slow.,2,negative
"This blender is fine. Some features are useful, others aren't.",3,neutral
This yoga mat is comfortable.,4,positive
Bought this backpack a few weeks ago. The size runs way smaller than expected.,1,negative
This desk lamp is worth every penny.,3,positive
This laptop is affordable.,4,positive
Bought this office chair a few weeks ago.,4,positive
This wireless mouse is well made. My whole family loves it now.,5,positive
This wireless mouse is wonderful.,4,positive
This smartwatch is top notch. The build quality is great. Rating: 5/5.,5,neutral
"This running shoes is standard. On the plus side, I would definitely buy this again.",2,neutral
"This blender is standard. Some features are useful, others aren't.",4,neutral
"This phone case is average. Works as described, no surprises.",3,neutral
This running shoes is unreliable. Battery drains way too fast.,3,negative
Bought this vacuum cleaner a few weeks ago. I had to return it after two days.,3,negative
This vacuum cleaner is fantastic.,3,positive
"Bought this wireless mouse a few weeks ago. Works as described, no surprises.",2,neutral
This phone case is amazing. Setup took less than five minutes.,5,positive
This office chair is solid. Exceeded my expectations. Rating: 4/5.,4,positive
